,Title,Company,Location,Snippet,Job Url,Salary
857,Assistant Restaurant Manager,Happyfoods Group of Restaurants,Manila,"Candidate must possess at least Bachelor's/College Degree in Hotel & Restaurant Management, Tourism, Business Studies/Administration/Management, Food & Beverage…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtUjbthcZxg60AMrAtPJ9ucT455WeVisfWwHj3wlcAtzptAbnU_cby0V3Xm2l31e1hCQdFAvXoMTe3F5OoldbZveJqrbeZBhHyIVmmY4k9MXqdCf0Ho16xl3E_iQaycueIE8z5mtvw2OSWLQT5fz5XOCiTgyiwX3OFmv-TBtobq80k4gc2iPg2559GO1w9H5u0j3uSk5iTwTsf5xsL9JO9ah6FPSLJiC24jkDumBzD_1sNtDiltPv7fXfCfVIQ-ZlW5CAma_j5zNMTaVU5cjqLzW0ja2LmXJGsCkv-0hnm0Svs-R9J5Cp1uvc7FOuDSWg7vISZJvDpczHMBvvCWGm_Q3PfwoU_X1DlNBMNaVAqzU-g-X-aigfdJCk3B5Uh598TDXK8DnCDN-3fhdSjkFZXyAYlbNWRW4o2wZIAnxmCTtbvdi4HywRiKx0lD7udcXmnNu2-MQfNjny2Zx1XKypiKUSdbd5g0bU=&p=2&fvj=1&vjs=3,"PHP 29,000 - PHP 31,000 a month"
858,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
859,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
860,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
861,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
862,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
863,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
864,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
865,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
866,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
867,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
868,newFood and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month"
869,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote in Makati,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month"
870,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tHwNiLkt7-kgUr7T5Ig5nGOfRp6QdCfMhnAUOL4a3VqG938bi5XZvLLv8Yrh6W8FYXocfqcRdsDydf6Gc3Bg_lbO2_Dwdt3ldIOQ6s6Oy2sUhDYq2phzQ-nrp6RHUpWBf_e7ybErSmDP-Vsxd3X9RazhTikDugHo4KOgANvVCrx0HXmM1K53Qqp543ktS93jjgGy4eN1x8SAx112_Df_YI_uIk2M0Oly6_s3IsrpQXq4hb7T4UdHX2tlCgLlu08LKxfiGva5PYyheK1HjT095d6nXNm3eX4bDp7enTHAbuw0=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
871,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7S10XRJpDiO8DKWZd0iMOJ7xQtEp6isxtA61BaNYD2Rd659m69RnAoCCYUKqfKRkUuO_FmPxBzsuVGgqtjw4c5nfPCvPOab5Z5ZKFvZsgvkh1s6sDi8zEa1Ja3rtFy-bq_Wx2gs3bTP0R8eM3X3bK8Z7EZ50VFGnhwP4Ns_5LCfkkLGmlwmk96cjMBNDwUo8Y9lnsTVezA8gY2rEFiy9J7sRpmM8T3ZXxoEFs69p5suGi8gmeo1-PsTKi1EboX8F3uBufTsd0oWdR-t4zvxdfH7pwuNZoSBIt&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month"
872,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8eJr5fH0So4h-hhfQJyEoD2iTzf2LUIWYgowjuLF2_M1GMHDCjuKkF2AgQftkF5-VC7z5zXIkG874EGKO2YgQPF9NHQTRN6TdDIxHEiuTID55FmAbicMxyAyH9lZBDQ3v27ZZIVHZ3TS8TDwM3Y2MjlACV0GayUMrZmKaYFqkVw2yaVdQ_fThGQtAJZQ-B-BoGDrHCH1TSPMZsZ_ORtsew5_fmfFiEdbWC9MMAnhMXl7L5--eBljmQwFMjWr1s4uU12c5K3NSFfZG2lio5UPpzFPGzTwerUy-f5mS4RFZv9SA=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
873,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kDlf4406GbyXdQ8EHyPvdJLVzk2UwmPN6dTK2WVZFXebuY-AAbxxcVZq3wgCuxMS8OBIbWVp7yzh4_C1kkjRFrFGv4jdtDPZUbNkymmg-c6sgpVuNVWi84V-KswB_oNZv5itNEXbr5wPnUM3ffCQGOawv9CFgMrI8NJhAIATH6z2PQM847RO0FvshXnqxYCpnkujla33Wa32XArXy2H9zduRhGPRGZR9YpYOiSVKIuPinHW9VSMj5fGsvEKk98AWVIY-f5B7mz_X76BO8WqbvQHXPc594jyUb7KGJyFKiFCc=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
874,Business Development Manager,Zengage,Pasay,Managing both our existing sales pipeline and developing new business opportunities.Take a lead role in the development of proposals and presentations for new…,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFotHD-krhVRmL6z7Fkx8OwRSN61x6AZz56VJROuU-MXcJg0avP6I4o4w15NbLaHKw7a_6MNBusDESCh-G5WgC6CmM2auVjKfBpAaaVOqOVR7OdnW8EB0hSeO11iaBF9u_AGIuUdXeTQyiClpXpGmtc-9ey9wXSNyFELt7ZWWlHhcePBRpmNs_5Xu9lZAlr5qrNfAIXHc7StlqCCd_eMB4OBT2Ij7GfLyA8CvsO9oC6BlN19_AM-KJk1hLNWeDRqdWF7fZMrSqy4lWrxwWvyxqLRY02WFRqYFelYnI10n4ONm5ZXONB-84TyfxAbRa9oFpW4xxFkyK-kGiX4LY4i_9YJpt4D4xHqzEAWs0Rd18iqUwQQHx_aSirvFs5NL4glHOwzPpPYDYA5_HPSaPVc2OPS3XZPonKvLrfToi0-n3DcQAreLT9MGT7sp5kAPIqu6mibXRU3_id9K4X5sQSLbkeYar7IQNquIlotsxEGDTBQ==&p=4&fvj=1&vjs=3,"PHP 60,000 - PHP 80,000 a month"
875,newConcession Sales Manager,Richprime Global Inc,Quezon City,"Job Purpose: Responsible for planning, implementing and directing the sales activities of the company in assigned territory to achieve sales objectives.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CENJk4o9GUurtIJdOl7KSv0iEgy0-Xt7T_29a-YielZtoINrID6B-j0nvPJJ7QfUi-pztEjolHFh44gUrUwv5Nq2xdUu_4PTF1aHISwbxJ7rrI_L7yl5QfDcGfdeSE2SWgSzn36oUWkgJ-6T2Jz4mh-SgmGfg35BxhlHMnW-M-m5t1yfJwjPyCMIOi_FPtwt9Gfnjg_oZiz3t-EA2od0X1oUEEIdTMCTCzJ4y2IVdPnyRZYStvljM8zUryJRbqPvYHpYgIfZfdMwKSoOSx-BMVS5uUoyEfpZs_y5ul0jnFfp5vXNmMfUXe6UsHwVh9soB5C6Azyi6UF8A1aolIlDnAKfiu36DYCUb4H4nsroWIZScZxNWqR6L5yEhv3xHK81DEdI2HCL23VZDSdY9NCKFnpnM60oWjV4NlagzAak9ckJ4V9SJJTMKflFUR4MCO-UrxXPVKIpqOT-N3z7p00qSAVVU5VVEcXHE=&p=5&fvj=1&vjs=3,"PHP 40,000 - PHP 50,000 a month"
876,newCustomer Service Associate Manager,Wells Fargo,Manila,"Collaborate and consult with internal partners, relationship managers, and colleagues to ensure customer satisfaction.In this role, you will:",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtCMdYP-kCj0ja_MYQa-DiN2jzcpjde-TZnr9x9EIORomtZ9o98iWHT2yxSFwITdd-dZvoJhz2fwTtCjnPL0fvuY_c6gnXLRf7cGhklf7hse2Ri19wkOcjw_QGCPywE9YxBPzY9NkxlqeeHi5gki6jXGVTusPaDvUE6m-C_GBTsTpaIBAqdoke64_HXqF8nfUwwyB1QRY_YljGRJQqw4b1Iy4UgpVqmivBay8Vbtp-JBAXDV3bFy991GuflHoLkqD4E0AAR9soxsIJDjBvlIMgZLbFNn09jMk9k5w_YWDa966qSq02-tByUOo5PWHaSDPTC7BfntYLXncPmPJb3SHeLwHpQ2QGzFTe-ZEIIDL1WfPZkBCovjzVMRNgsY1ftxaibVqIjwCQIboaGQb9cLKrQvK9Uf9v5sJC-EmFZyxE21w4mhwlKOkJbqIIWZPhK_1yxobO0-l73Viwc-vHheddqYf9d3EYBtgHMVQpkk7xaoDHHzr55YPNt2yCW4LCMeC5dTBXhVdVdpHlOWVV7nNkgdNjKT5os-zc9brLHm0mq-0w==&p=6&fvj=0&vjs=3,None
877,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
878,"newManager, Facilities Management",AirAsia,Manila,"Ensures the workplace is comfortable, a system in good condition and functional.Planning and measure M&E preventive maintenance.",https://ph.indeed.com/rc/clk?jk=c29a934965c14b43&fccid=350f4541eb63ccf6&vjs=3,None
879,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month"
880,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
881,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
882,newOPERATIONS MANAGER,Kings Group of Companies,Makati+1 location,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month"
883,newCollections Agency Manager,Eastwest Bank,Mandaluyong,Ensures effective and efficient execution of collection strategies that are in compliance with BSP and other regulatory entities.Graduate of any 4-year course.,https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
884,Human Resource Manager (Remote),BatchService,Remote in Quezon City,"As a Human Resources Manager you are responsible for planning, directing, coordinating, and administering policies relating to all phases throughout the…",https://ph.indeed.com/rc/clk?jk=a3611a4c9b383fdd&fccid=6b7e3270f68d9ee6&vjs=3,None
885,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7keKOAYGy9fZqeiwH0IQiK6-cspCp24lhqma_k-RzO0aFXw13Rxkq4lcDMKMDKcMQ9xL0YvFb7em4TebCewpnR7dfTNS7UwY70kwibu3jzdRy69rPREVQwH1HNqEFM4m4ua3Cxr8ba37jDmPGbUqNRSlT5rV4M_-ULw5jvjV8YbtteeiAjPNoUh_BDMPVrEsKtvs6OGckOL7CyNnRgu9wYSIAWfYjDeM_rAcChWlsWYAYaz-T88NAhDeAIAU39-6SFlUD8SGNLcmtTeE-0eACcx4kFsIs6DApxfhUfAFu0UQs=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
