,Title,Company,Location,Snippet,Job Url,Salary,Seniority,Average,is duplicated
0, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tJ2SM9kwyq9jPJgqEDZB2SVXHWNow1QpcM9GXnSijQUa_RSlO3UXbLN3xq1TKeHMro_wVVVybfmSp8IpQnqvpCBSLgK-ojs827EgBHR-55lfLUH0NE_xrcIYo_03Vrd0CDzNIg4FROMhtTvfB7wPge9wG4EK6zJU59lpa29u_BpZFMWvGnnJxgApI9Dv0cc_yCSNImRDmebnFh4Ui5gBzHbFEW0O-oxEht421OegcKH7HkY1VfFYJA7ptx64Oq5I_897LFZ3R1rWMyerzyvW87xLa8PIgj2UAXfDsmtvSkSI=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,40000.0,False
1,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7cJgnwYrFCkmeJ4gKM-wgN3pJQwgYdeQF4YPHN_laKUSRhBu2SLjNQk4B68U74smClmKtSrZXe32j3WAGJMayfmWivU9up8MG_GJmX_p_7LO5Z1sD9gipUJ7fUj8Rf550Ms9Sz4ABEB9Xn7g2vN1FMwqsunt0QL6Rsi52Wrj2oWE__v1s-cxDg4tXCgUv0hMTYDwLoBtFebM_u8pXtSxS8LNlR8JFnMrdXkKnQAijOa8Rn6TNHr-K2EtP5cP-7LnPwJ8ZZq-wk6ndgtGlmBYHC5ECOw_I4MT8&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,35000.0,False
2, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8e4WRig7A_-vTsbIqLUi4w5nLgyHwaoj7sea2DnWjTgO_A0xr-Tlz2bW8DYl1gYKLektQj9du38ta8hOqVra-jRCY2gkjuGB5lyk3OmQhRlBePMr-b6ff7ZeLjAS4k1QRW6GueW4T6MGpJ0oDEqfAn39SaFkVsIUD28e4GU590V_mBIoo_WcnZBiu2QnnHTqMEJ67KaB79TOAUpWp02BrBBBMN4aLQHq49q9fV29DoUUY_Mfy6bTYtPfIBxIpIWELAC4-guxDBCLa2leprdnTBLaPxyGqcU-h_DiuKAWSG8hU=&p=2&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level,54817.5,False
3,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7k2Nz-J0_JjOpo-8KyJi8cvURS6TWpfwn5OlYAA5USm7EovUtgjY213YPf7g-7iSvxx4dSCVP-nPUMn9q_-9Aki8DeKmq9FQX1ZDK592phF9DpmyxEYIibfQHtHoew5UWlZcZ_2IJFrftcohy_YwK9rXRrV9GzCQOok8EI8rT268nHSHldHCHKYAaFSqRZ8NAEtDudFK1jEMS052-tuPkNOpAdyZztQrIiDbqqZdzt45i_7Oi2S9LRhWt0quyHxqnYTxPWIq1hD1MlVXxCC8NWLCJWXvh7EVZb18MtcmA_x_M=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
14, Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,Atleast 3 years of experience as Ops Manager/Assistant Manager.Amenable to work onsite and WFH set-up.Advertising experience is a plus.,https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,"PHP 70,000 - PHP 80,000 a month",senior_level,55000.0,False
33, Business Development Manager,Counto,Remote,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8ere1cjBWTSQHEXq97NQ4QN5zmPNkEUWbhXI3EVdX_eHKdYMvnoHqFTcCjUm1cAsq5ZULLgKd_iGoid8wD1mQNSPkyzp6dtNM8m66vHkFoRX4kcWA0Qxxf-MdlFqNBN8JzuaDUSfcKuc1VPQKnRk7pYpeuuF3e3zlN-BkRkFTh6XAL7gZuy7mVGUJd1ysAPrLxv4INvfkhEG5b_eWckAE55mmbrgkCYri2ozqsZz044mynmJvRhZvs2m-Za1RArsLQrcoMBGN2eygncWYb0F3dUBqTvv4veeL0US4llV_iBiY=&p=3&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month",senior_level,40000.0,False
45, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tWXfdEQlQBI4nxLeI1t_g3sYShdFj-AhtCfrbVNQfozThVP9lWISSF-1LiuxDxCueSXjMYh6jdF8IDqDuV__GVy7PwBz3-ZILs-YFOtvKWEL37xlhxGKdSZK_4FO-n63pZ9ng-UdGLGX3LBMVY_pgQDj5ckYL750fqfp70burJSHAiszAknGWwue0KQRwSaRYGy2D80ZP4qRUSFdQ8hfclsROvk9IoIOfuiQtTxDqPv045hH-XwzEJ4xzBdbrNDbIoxgHG7Z1KKPk6jsOcrTcNl546kqDCEboYjpA5AMn0Co=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,55000.0,False
46,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7tx49lqWcRLJokimy0dwjH4goDV0Vs9mt2wl2PCYoYzSJY8kYA0BHFmkO3jVHnwpa_CcLgMqS-8Xwz2iGU0y4EOc9tYTM63JEvGWVBpEvFcSnPIV58CA5tmWRDfj5orrrh3sB9DK-4QmTbkIlma0km_v_2NR08OcCTzjYeQiZNL3Bd1eQNnK0iFih2nwmA4MB_VcFrmSBc_U4iB21DFKYrY4fhZMypPoJ2ydl_dkyGjLtTRNQLO03LQeabHl9oWlFyVhRlHkRqRPOH7UGzJ03V-WWENOS-AAE&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,40000.0,False
47,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kmtkDsMATnHWVN7OvYJtib0fgibT2VfEGXNffrAaObEiQJrDcecEiwgSkJqjavWuKU7vsJmN8QqgJ2-npGO1zuPwj1Lo_OEty58Tl2h6DUn-juobMr-r4OQynYbSFwEVR5ERgzzLkElCdH2b5ZvQwBzvFa2OgKvg7_Ybkkbfdhton767QBwwx_h_Yc3BLwqglr5z77c80QI3Hvcf7LD0BQZGog0tCYGKjlNr4yrW9pBigslnmcivRDXIJz5Zl3vgZ0_BqvMAt__w27vplg0vQU9DTRYhVLHksQUoM8Kzr9IY=&p=2&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,47500.0,False
59, Area Sales Manager for Metro Manila,"Gandang Kalikasan, Inc. (Human Nature)",Remote,"Responsible for managing an assigned portfolio of branches within the specific area of Metro Manila, with the objective of achieving Field Plan targets (such as…","https://ph.indeed.com/company/Gandang-Kalikasan,-Inc.-(Human-Nature)/jobs/Area-Sales-Manager-Metro-Manila-2e6c5bc3b104d6de?fccid=9045ecc1e392ae5f&vjs=3","PHP 45,000 a month",middle_level,35000.0,False
60,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kWCcTiuJPivJKjFtoOt1i6ManCg9XrScTfIbddrHCUNg0l9RMNG9jg7S2goOchRB1wDUO2LOtHcXLfiWQJFNDA1tdlsZEK2iKpDETM5ZmSh4NGiDj22K16ZAiiCfg7dI1W1GG5-Z3zrty2xAcbk_Z_rtQJydfWGz6xSgWHde3Z7guOHwxRQaqcw6trbNguqEB9cHiJtZSNtjeLrcSMF7GUl6gxAKHF_oMGQ7myW9rXplkUsKx7mWtY03Y8Eo-iUhj3Gpfb5AonhyA8fsJfvBIp9WFBl00Q6PZipTqlcVF89I=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,54817.5,False
61, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3twRfaKVXHfJ-TEa4xW907jG70wA-RAb5LEi9BN1tCZmfDXv3vq6OF1NbLUhtBEOyYLDTFmS91WFwrKlKv719hIibkjeC1IZ7zdY5oSG5tj8RuiloyT4oTBtIOhC2WKWP3E9hQy7bc_MSAYUIDiXpZLSmr3xG_OU40be_hUHJMb-aElHPT-nPfn_wG_itzT1zdj_tiS9pXkP_nPG7TRrOXSErDwLzeTcZY64MOCcerniYmvSFF-qJbR0KWYgJaGf4V9kVxqxYViYtsOeAc8pOSpHkuNfteIXt7Hu5xyZW90t0=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,55000.0,False
62, HR Manager,pro group electric bike and scooer,Makati,"Develop and implement HR strategies and initiatives aligned with the overall business strategy.Bridge management and employee relations by addressing demands,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt22UZqh984SrVZu5WMVHjZN4jO6qOORjy3Rx8M-XTKYU4aszlS7y0eq1lBJ0e7OaxbPqDdS4T2vt2SwPJiImzPM7chL4WN9iiXjAZ74cRHV2GCB4Irzmjebeam38TQf7s96GzHNumnfrffQvnkcjET19CekiUxu3XxokIQPoHPuQCvvUeWeyIBRwJWwKAEn30MDG-GSg39R2UuttWZDAy7gZU24dIhrx771sJY5S2F2rmuhXvb9fiuo-zbHQ8GTjHkKCy4BksK8bFfvjiYnHqxVakqK9NXANcCa-7VbctruNSc-HwE3L3crk=&p=2&fvj=1&vjs=3,"PHP 40,000 - PHP 55,000 a month",middle_level,70000.0,False
64,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level,45000.0,False
85,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month",middle_level,30000.0,False
99, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level,32500.0,False
101, ASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month",junior_level,30000.0,False
103,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month",middle_level,27500.0,False
108,Assistant Restaurant Manager,Happyfoods Group of Restaurants,Manila,"Candidate must possess at least Bachelor's/College Degree in Hotel & Restaurant Management, Tourism, Business Studies/Administration/Management, Food & Beverage…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtUjbthcZxg60AMrAtPJ9ucT455WeVisfWwHj3wlcAtzptAbnU_cby0V3Xm2l31e1hCQdFAvXoMTe3F5OoldbZveJqrbeZBhHyIVmmY4k9MXqdCf0Ho16xl3E_iQaycueIE8z5mtvw2OSWLQT5fz5XOCiTgyiwX3OFmv-TBtobq80k4gc2iPg2TdiLdIH2bfDxOztakLLss82SSnbsmHijaka-QLgVGUmcPRw6ms2tOQkFdMoTldYTfnUbcu95hbYMdoMzxgG5WKRJtoy5od3zGWjYpehUpND1vo_AKuTTmFx12GbQHy36y4mlrbb2TT6TcdwFNwHVPSF5D2spVzEEpiSEh9vIXyIdJBmvmGbztMtrgOlNadtLxaNj7iDi3w4SwMoNoVA0A6exlcTCpTq0OyHS8BT_KrsH0ieRk6yhubmWyWEs8omCXP1mdiROWm9tEvtkI9fhWF9fmrLeEH1jI3Pi2eNOK_o=&p=3&fvj=1&vjs=3,"PHP 29,000 - PHP 31,000 a month",junior_level,47500.0,False
120,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kR2-IxDZJXgEVwSP_Z0XyhPElVmcJOumr7dA5awjLFcDliG9UmFvUZDhjiJwza6ZflAXUcCepyL-JJlWtVaOFYgc0CL_lIPcRC5lX56RgjyxGFz9waLYO2mikj9LUi67iEdBfGPr4zwsryhTYe_ANojyORtHdJiZEQLT9QJZ9xL7v-Etrl8svmVJ3cylqG5Z1YGSvqe2r_iXBxcrODGlGnOwHlZuhwwuk4iIW4JYYH40VrrH7HM-95-PpiNl0dXRB1tv0QoY1r3zZSwAR5WABcJx0FVXxb_6DVY02y49LIE0=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,40000.0,False
130, Restaurant Manager,Bornga Korean Restaurant,Makati,"As manager, you are required to wear formal or semi-formal attire during work hours;To act on behalf of the company on matters to pertaining to the day-to-day…",https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level,35000.0,False
165, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tc0413oIIhdL7qv09DWqB6cZDMjGhtfl_NnFZwNHhC_ftx_1AnQoe840J8uorZqvQcWpLB1Bx6rLl5rg0cm6AcZ6uXroRJSYlZUc-6zmI3vi6msVP9fSWm9lH5pXqo7gsTkF0rgN9FsHpTHdgYBdZY9cg9nlMJbZgIrSeXU5qLwiQ9A47nUzqDRjs9iQxtcFMaS7vtnuHRpPZajMuS488nSgYygrGyQL9dmVV2e4LBb9JvEzPq79q1CypYX4WOoF_gubZSMtxodar3_HjU1hM4Q8JP9TSeVrxlYaiFE5-6Ms=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,40000.0,False
166,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7LbzVYe92VSR0nMcIU23BnvreV0SQLM0kRyxCbw2FWzgY4DfkqljBqqpaJCIsfbcA0j1Bg5vkUMnRK2_k7xFwU_Oi5AoE-j13QWgCHmso1GAdwY2XhD-fhqoZr4_xICzcKNVlzR6jFSAZrrXaAW1leMigduiwP5S2bn9Q1MjF0g5ljg_mXTzEutMViFvx4HKCKXxgMVNEOr8o3SIlGfq91QdvQoszWdNkiRFXXo5nmusSwskCUPDt1WDEsPz9OHVXn4WPH6BPvEzsOmzRU0m7Eoe97sCEDa30&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,35000.0,False
167,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7ktTEAC_u3cKnFdiUXdyIdSxSMQWGaHkrY9jlL4E_CSyrKSCL15EXtyfS5_En4jWARoDAGnKybOi9niAezn6vRQ5xhBOz18MxHCrV1MkF6sqQdJb-uvNmBx8JyukZ_O7hD9rbSOrl8w-bqHBH5AvLWAm7MQTvJM4i2C9YmdVaduc5OqZZO41_IqryHxh-r-CjfG_O6oL6RRPMAnDj_iuCKotOhJY9isn2mAwaNyjYLT1urTuNpbRLUOG_o-9NwnRHsTEdNp1M5Uy8jqiJweGOhmsAPvHlqB2lCLOYIgzX9oQg=&p=2&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
178, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level,35000.0,False
179, Area Sales Manager for Metro Manila,"Gandang Kalikasan, Inc. (Human Nature)",Remote,"Responsible for managing an assigned portfolio of branches within the specific area of Metro Manila, with the objective of achieving Field Plan targets (such as…","https://ph.indeed.com/company/Gandang-Kalikasan,-Inc.-(Human-Nature)/jobs/Area-Sales-Manager-Metro-Manila-2e6c5bc3b104d6de?fccid=9045ecc1e392ae5f&vjs=3","PHP 45,000 a month",middle_level,54817.5,False
180,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kXz48GixJkXVBS_bKocuUaP5bYy99ypn3dNz0ubD1F47ZSNdN_YSMGCZM8OQRQEKlv4ffW6ICw4BSoYkawxkPYJVYV7QsCTEviULm2TxFkuSpdP9tOK1cAcvs-9chHxTsdMPOPX7QSqGLHFJ_ddlrCjZFeMD57WMhGjA9IAqe92gimVgbqbgCY_r3hbtF2kqKB_t1cVKSJhURGwAC_Y0uUmWoTvPeQp_j5O4Ucva79ClqmIuoztH50NfnUo05JTbppk5xF1-nUzYH-LR1Fvn7tJvPMCBnyC1xo4xNDyierC8=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
204, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level,54817.5,False
225, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tTpr5x9e6jnor3ATYdTCT6ar3V-AXH92k1juXJpMzTSZnVUIWbMqkgmIl5hFh6Oa7y3BfO_As_5Zqnq75LCVeyU8vW3YKPlujCJ3nrVVjbuKoBNJBbaCSLCxDCL3lH3zDXqFbKCZgHuVH44cHwfVaxHOe6uLo5eU5R-CDLKmgS-f8dycLFRDuRc8qX3KHJ3uYaVzVsuAUABNpwWxo145Ash_nvqGfmttpuJGGGvs8SNaCEwYWd91ZFDdiqCKhKxj3riD2UnVs8RnxqwbCGW80Hz-ZXR5vb0ZY0Uq93TbA5IU=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,55000.0,False
226,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7wGwWs94t8_AeU_-bSB46zFNfbAEkVPCfdAzv114Lc6S45wNA8lyxFIiPIWW_l59bLbEO8jnexmy52QMjTIffT9QHHYwi2fS-crNQqw5jnQm-zHT_sLUyQ5XCNTKO6CbSHblYUjdI4QHnSZK9XmgZwD4T-wOry1oIClxhTqDp3Ec8Qk5JuCZts2dIpNdIpjqGpgwQwSjUIrS933ci78OXPZaBlcJ4q0hV5lIrJ0zojrKiRee2r2B9NKYi6PXuItOkEPEZD1ifKg8Bu1OLDMh_oasDwgVLXb5L&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,40000.0,False
